corpus,speaker_id,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,z32,z33,z34,z35,z36,z37,z38,z39,z40,z41,z42,z43,z44,z45,z46,z47,z48,z49,z50,z51,z52,z53,z54,z55,z56,z57,z58,z59,z60,z61,z62,z63,z64
CommonVoice-ES,01fb8295a3d8a5bf5affaa6b5958e2c69fc777b55f47e6357d93b362bc7e724f17ed69a582ea866d3a7e4daf991f0fe702dd9f4204a9226c3e18514787fe5fc8,-7.4197063,-3.760491,3.9565423,-0.6681859,-3.2957418,-0.44332433,-4.1304917,2.9743698,-1.6133652,1.5075647,-0.29233524,2.875108,1.0385243,-0.51765436,1.0273558,0.95396084,2.0657506,-0.0060523935,1.2917355,4.827215,1.20413,2.0593235,-0.12785402,-2.1230865,0.7258642,0.01609217,-1.9904962,-1.2948697,3.0450983,-0.91158915,4.2249985,-2.225088,-2.3682811,-0.8514879,-1.434968,-5.5860734,2.4843328,-0.06086213,-1.1364979,-0.38106883,-3.141984,-1.1856443,-2.3409812,1.699458,2.8336873,0.4285547,-1.8741705,1.5976676,0.6443366,-1.0705484,3.421895,-2.3553686,-2.7996192,0.74266744,0.64531016,-0.71936965,-1.9865663,1.3389596,-1.7366415,0.60100704,2.1477942,1.4901235,-0.26866806,1.7384708
CommonVoice-ES,0226fda1392325b4e34d977e7ffefd8ae605ce21922e063bbefac2da616fe96365094eba5a7c423a5bc8cdf42537c4379b5c09614658effce731da84b99b0aac,-7.5463266,-0.18553174,2.307742,0.1406352,0.2254046,-7.275021,2.5886211,0.77834463,-4.6897326,0.9889397,2.1811886,-1.0661744,-1.1574262,1.010658,1.1288552,-0.9089476,-1.979834,1.4119732,-1.1183887,0.20377232,-0.18020652,0.83795154,-0.4862932,1.5838822,-0.36505482,1.5642097,2.8149002,-1.2941971,1.1559592,0.44316244,-0.5409964,2.5812244,1.6681257,0.14236823,-1.0609818,-1.2736037,0.8805975,1.9597754,-1.598492,-0.6275817,-1.9460026,-0.3888007,-0.63283044,2.291551,-0.96559906,0.2640309,1.8478526,1.4623734,1.2861044,0.97382385,0.40566224,1.4420435,1.8516128,-0.57809794,4.4492216,0.9884502,-0.96575636,1.0732702,-0.7111317,0.97316885,-1.7956178,-0.2148373,-1.5227885,0.82950854
CommonVoice-ES,0228c767abb0e72b6735981635c010978b2fa6d65cb031be186783ccab426c16cf65d46a532fb22151b821907c785cb5881a371b51f2a0992a78e18ea9cbdfe4,-5.0958576,0.49455845,-4.0404725,-0.25428995,6.7834516,-5.385802,0.98582834,-1.4488854,-1.4899322,-4.07864,3.6330392,1.8574762,-3.2655542,-2.3840477,-5.4257874,-2.099834,6.2766943,4.25135,1.2976985,1.1915947,-3.3501549,-3.2371206,1.3714525,-1.9239465,-0.25489098,-0.51194847,-3.558951,-3.2044683,-2.1712675,-2.7411766,-1.5806199,-1.8380717,0.6222635,-3.495511,0.78017074,3.7071197,-0.38612714,-0.858939,1.5514646,0.24943125,1.7929032,-0.8989598,-0.60369,0.5306211,-2.6841216,-0.29072785,4.696131,-3.875653,-5.8096886,1.018901,-2.8428583,2.1627946,-0.5797328,-0.7690472,2.494173,0.47749066,2.1400526,-1.9238228,-0.55545735,1.7959478,0.27790442,1.1996454,1.2835308,3.250493
CommonVoice-ES,022e400c703525e7e786dcbd9e516b3c463e304b80a01d717536e07de648c21ac884b6a4ddd43b34e0d57a960180cb4b432189186f36009fd292b39076a2c404,-9.414476,5.26771,-2.9097824,1.5477762,-2.7539334,7.896702,-1.4364735,5.1885414,-3.1803985,1.0246271,-3.0982792,-1.4442003,-0.186084,-0.025175652,-2.0359347,0.50801206,-0.5898626,1.9895672,-1.4183022,2.6684222,-2.7963784,2.0551276,0.69550955,-0.84671164,-2.763827,-1.6969326,0.18367304,-0.8125168,-1.4132029,-2.1308336,-2.8357809,5.3710914,-2.5440826,-0.0707079,2.567602,-5.0553064,2.659092,-2.4533246,-2.2854357,1.2668858,0.9826505,-0.7940831,1.9310715,-2.5440614,-0.24417637,3.5045097,-2.319649,0.64714956,3.006465,-2.4464576,1.0223429,-0.94075537,-0.830906,1.8465576,0.91314083,0.93945295,-0.8997091,2.3918152,-1.2805188,-1.8787173,-1.1477065,-0.8365443,0.5146509,-0.035663087
CommonVoice-ES,02308c6dbf5a8e647f7bcc90619546b2a194e754585298858afcc4220c9a77f2ad968f64a31deee5f0982f66345898aaf27c36f4c0a9f70d8004bbeffde070b3,-9.325977,-0.030861463,-3.763222,0.16031457,0.07951905,-2.9643724,1.9306177,1.4466366,-0.7471179,0.3400592,2.604588,0.72944367,0.55146086,-1.7753857,1.1488979,-0.031859357,-1.8256857,-0.8907879,0.87700325,-2.4160829,1.6910396,-3.6217518,1.3610675,2.657658,2.9178321,1.5817161,0.977062,2.6169105,-1.5986761,-2.7233253,-0.10758215,-0.123039275,1.013141,1.7090195,-1.8700547,0.4240128,0.40578958,0.6404912,1.0383766,0.47402197,-2.2647417,1.7201793,-2.040639,1.7188061,-0.5508959,1.4724306,-1.9956987,-0.6743733,2.853265,-1.0512326,0.6887511,-1.3847564,-1.228001,0.16811131,0.6304171,-1.133571,0.9903251,0.22980942,1.6945413,0.11889107,0.1954964,0.78099126,0.54164267,0.9793758
CommonVoice-ES,0234324581496f3d53bf6a06bd7bec279f323c8012669bf49bf8ec05fffbe7a42306b980465efdcc91c373ed919bd8ed5966a47354989ba465f796554d054463,-8.920597,0.37695333,1.7142824,-1.0315906,5.0339503,-0.36043182,-8.298728,0.3568954,2.2072444,-2.750893,0.9873042,-1.60665,3.8991954,-5.431228,2.135973,-0.7153207,2.275386,-0.05349795,4.1889462,-1.7810069,8.031961,0.2830938,0.23459828,0.048797023,2.5801666,0.15073411,-3.8961837,-4.261532,0.3772487,0.88739043,-0.784031,-0.87086743,0.6531287,-2.8989365,-0.6216092,-4.299855,-1.9350102,0.8760846,-2.7149067,-1.3965582,-2.6243708,0.07805677,-1.7983668,-0.7529519,1.5899597,1.6210556,0.8783528,1.4049252,-0.33180323,-0.2648298,0.69829,1.3040267,2.2565005,-2.4240706,-0.7000967,-0.165105,-0.8707214,-0.8482156,-0.18084173,-1.0781382,-0.21686284,-3.7065568,1.6464425,-0.544892
CommonVoice-ES,02375c659d1dd983b7ddd834a29131f6eeea5a92f6b08a845a3a5a4a8aa5896b3d87f703a4c2d625a27551811c688388fb43c7eca9874e9c0c4ad1b1d1ab6d8b,-4.746628,0.5192447,-1.0274967,-1.8450651,1.2423614,-1.993924,1.7604744,0.32630992,-2.549762,0.31458393,0.59555674,-1.2483296,-0.16842231,-1.8988382,2.2798598,2.024897,-1.863693,1.266186,-0.9295752,0.6112657,3.3714373,-0.825846,-2.691114,-0.9338603,0.89749455,-2.1173015,-0.41287446,3.7281466,0.6659784,-0.20693718,-2.1839888,-0.6046335,-1.1866462,-0.9822128,-0.09507977,-0.29852644,1.1227282,0.28475034,-3.77537,0.56361526,1.4361099,0.70335174,0.430505,2.3406205,1.341206,-1.1624461,0.822534,-0.24397816,1.0089599,2.6078606,-0.92627037,0.2980553,-0.54872286,-1.9218593,-1.5733725,-0.002838333,0.12826318,-0.45966685,2.5913851,-0.033440445,0.8832393,1.0875049,-0.4651303,-1.1610208
CommonVoice-ES,02439a24234e1cc5f98508d17e6be50091fe17b317688831a098029c4c130ec47628aa655dc186d0ec687e6ae88abdc73fd9c277cedfb5529a080614878612c5,-6.6348634,0.6280392,-2.452088,-0.18487173,0.8808393,-5.065895,5.1832824,1.7968067,-3.0865722,-0.09093,-1.4232353,-2.0985713,-0.19474114,-0.093610995,1.6916745,-0.5505446,-1.8684826,1.3093718,0.056086656,0.8239339,-1.169054,-0.3766286,-0.8565014,-0.8918272,3.6796658,0.5653668,1.8893279,1.0255386,1.8176357,1.1337605,0.86378855,0.1949517,-0.70762014,1.1300668,-1.6852052,-1.8948361,2.4594212,1.7493343,1.0246946,0.6347424,0.24234104,0.798777,1.7381005,2.513997,1.7023443,-1.9761081,0.039342195,-0.5135203,-0.6850033,1.1002456,-0.34346437,-0.97439253,1.0405347,1.6271521,-0.3269425,1.2440813,1.0522901,1.5737772,-1.1574891,-0.28647634,-0.25695452,-1.6754305,-0.11571784,0.5417821
CommonVoice-ES,02470b35040edc452502465fc0d3a3a68724a81cad6c0e60c92198dea4eb04ef488e2e8639229d3197aedf0fe7892efe6f520d92a47026af8c2513ad610ea88a,-8.26972,4.209973,-4.421311,-2.1617093,1.5528065,-3.8142712,3.7788944,-3.390608,1.0920541,-0.48225275,2.5394645,1.2035011,-5.2139106,-1.3995063,0.02651855,3.3838725,6.0712166,1.2759235,2.11874,1.6105262,-3.2595537,-0.11421576,1.7306594,-1.9917243,3.0968547,-0.06018422,-1.2843434,-0.95171213,-1.169082,1.6968591,-3.6697955,-4.4864907,0.185254,2.2245839,2.5319753,2.4760478,-0.46258482,-2.1346786,0.96778643,-2.9460778,2.7137802,-1.0652274,-2.5610383,-5.4213777,0.3096478,-1.6750271,3.2585323,-1.5302112,-3.1700456,0.24879214,0.04653939,2.9032753,1.8255212,0.84493744,0.5280119,-0.16383085,2.7684898,-3.8854573,-1.7810863,-1.6595931,-1.2470524,1.4212489,-3.527649,-1.9762408
CommonVoice-ES,0255e81055474611fe65aee50b8d6eb4a13e56d5c90b328b131b7b1a73a0bff6ae5cb9ccdc07c666f4c13fea8726708f6bc6543fec7933cd320f393eb4334408,-7.7343326,-1.0659735,4.284561,1.9000633,0.8717654,0.99967223,3.2656558,-3.9965534,0.50910246,-1.2606704,-1.9284308,4.8090634,1.4830562,-0.22612694,-1.144611,2.8174157,-0.61205125,0.32669395,1.979473,1.5074389,2.2353523,-0.20368041,1.8163074,2.1772447,0.6925361,-5.609382,1.9211371,2.6924284,1.3579,0.53009135,-1.6403952,-1.212249,-4.255672,2.4725251,-1.1234516,-0.7514649,-0.19012201,-5.5829773,0.27787298,-2.572962,0.38393542,1.2107031,1.4593604,0.98368245,1.1850784,-2.6544971,-1.8907194,4.9412184,-1.0435172,0.092669986,-0.03012101,2.2972937,1.5453166,0.797803,-0.2016497,1.8440748,-0.6489118,-2.7719476,1.2511629,0.21656202,-1.0927975,-0.51532155,1.8325374,1.5591264
CommonVoice-ES,025cfcc34b763e25e6031e9c36ef1dcb4b2583be2ef36a377e2d123966ab48c0f328f71379c6cb5b4d1b15c6c9f46b06bae1e9a57d8727c8fcf6c6a55db33b5b,-8.3630495,5.5973306,-4.039359,-2.4392548,-1.5383625,0.5321532,-2.1041572,-0.6558918,2.6874826,-1.6527818,1.3700889,6.448083,-1.9165863,-3.0621982,-3.236334,-1.0435085,0.5187832,-1.8298634,-1.9653748,2.021216,-1.9848846,-1.4056703,-0.1441524,-3.7141435,0.5200518,-1.5665088,5.353521,-4.021145,1.654156,0.4821932,-2.3152525,-1.9464316,-2.2916203,-2.0634274,-0.838482,-2.4684076,0.5032093,0.81291014,1.4367222,-2.453795,-0.54340106,-0.1448314,3.1528823,0.7498115,-1.6114147,-0.34016204,-1.5144877,1.3408432,1.4512523,-0.3093201,1.9234023,3.7737648,-0.7171498,-1.8121138,-0.46271285,0.94441295,-2.3001826,0.035285022,1.5771278,1.4212136,0.9884779,0.49600518,-0.03829748,0.88409334
CommonVoice-ES,026b1577b63d0b3a2dd3dd98abf6b79d33ff230c4c5557c080a8a5522f1207d3da6527f144e32db42caeb70d9616e0a035a72a41182f481b49155351aae605ac,-8.798171,-0.61257446,5.172499,-2.4392142,6.332889,-4.6216917,-3.2666564,-1.741174,1.1368227,-4.9925117,1.6291766,5.855586,-1.200686,-4.098001,5.942234,0.19671482,4.021068,-2.7079978,-2.1249962,-1.869438,4.900529,-2.406295,-1.4213853,1.1282538,-0.5753208,1.3373026,1.3808063,-0.5738431,2.8922548,-1.4216619,0.24150784,0.8248301,-0.041032795,-1.4494333,1.9279456,2.652069,-1.6768641,-1.1327243,-2.1246085,2.4932032,0.04933863,-2.164621,1.3014987,-1.7080641,-0.16496092,-0.4579409,5.1666374,1.1636922,-1.7036656,2.4088707,0.18282123,-2.1337185,-3.3460994,-2.52476,-4.233778,-1.2059377,-3.5603688,1.897476,1.1651365,0.5674318,-0.696783,2.843136,-0.251146,-1.355483
CommonVoice-ES,028b93d0fdb299dc1e28e42508ed28718ee197fdcf665264eadbd8509bc8ca83fa16b103708a9e0ecc49c38d3b42f2510537e2635c9a9cf0fb8ef988b4df380f,-5.9576597,-1.287017,5.8335176,0.36423826,-0.22353089,-0.8970611,-0.4473331,1.8211304,5.154815,-2.827885,-3.0589447,5.6350765,2.8748696,4.287054,1.0925541,-1.0005273,3.675816,0.3110107,-0.053799246,0.03121276,1.9894563,-1.3201051,3.9182086,-0.063753314,-0.48349172,-3.8531365,2.940219,-1.1810335,1.2346706,3.480987,-0.8851815,3.4603202,-1.3621914,1.6020567,1.7666913,0.61243975,-3.2718663,0.44739616,2.03589,2.2640257,-1.4954298,1.3304304,-0.53560925,-5.163677,0.45121068,-2.6262841,1.8125135,-0.8647052,-1.4487973,0.110715464,0.26806593,2.1041753,-0.50574446,2.303311,-1.8730127,1.1504959,0.61646366,2.8067133,-0.7452856,0.5582816,-0.93667614,-0.30568498,2.7610197,-1.9613332
CommonVoice-ES,02a2171b667fb88cd8571b72c825487c47a1f849d7b7043132e4fb6a31efba84c1621e896a1f8e42888073c1718a964c60994739bd21296d3749da403d6a4faf,-8.75235,-0.9395677,1.6608225,4.1470966,3.6767497,2.4141433,1.3835396,-0.0126906345,0.2635569,2.7196138,-0.95055026,2.6228065,0.115458615,0.5853894,-1.6415201,-0.13346457,-5.255588,4.890459,-2.1710858,0.8182095,-1.5470225,2.1706498,3.278469,-1.6328819,-3.3939428,-1.5634414,-1.1932474,0.19237371,0.5441695,0.80232203,0.76511085,-0.97225493,-2.3363526,0.92930156,-4.9541187,1.3914043,1.5418391,-1.5422776,-0.6750386,-3.5268998,-0.40810415,-0.15289432,0.51475275,1.3628001,-0.17601159,-2.1618855,-0.41760647,1.4873738,0.5661592,-0.25577223,2.504736,-1.2896365,1.9748298,0.65202487,-0.42042807,-0.2335617,0.82536983,-4.4960356,-0.64376956,-1.0046971,-0.2612411,-0.015396603,0.78336155,-0.119525865
CommonVoice-ES,02b65d3da62dd6f6b23c637925f77d9a9760059335d25361cd80e7fc10a015ef213198adeadceb9864369a84b7fedd1ef4c913a28a38d6356d4bd59aee6bb73a,-7.5825906,-3.3748894,6.0176935,0.51861995,1.080243,3.9137976,-3.38844,-6.421702,-0.25941303,0.40054238,-3.0075636,2.6442068,-0.31362975,-0.30402443,-0.6977242,-4.669951,-0.9645014,-2.3819516,-1.7491065,-0.51736426,1.1620425,1.4320191,2.4044073,3.0981514,2.2747028,-1.2906824,-1.0099903,1.107042,0.5164668,-1.3243932,0.86243254,1.6788167,0.23915282,1.2147614,-0.34729153,0.4345453,-3.508542,-1.6471192,-1.2660207,0.9274505,-0.99069077,-0.95764464,3.7932634,-1.4537433,-2.0837843,-1.0935451,-0.39859915,-2.6924655,-0.790118,1.4253819,-1.1291445,-0.26629674,-0.37462965,-1.5912126,0.94525325,-1.7436148,1.6904097,-1.5000455,1.3276256,0.49657512,1.8130585,-0.7077344,-0.46120897,1.0410821
CommonVoice-ES,02d53252c24c3c846735f98590a6d6f3c84dab88a2c636d0e024d7d98889bfd3ac0193c90e14bb2d33489a4bf416399ad28031aa88fd5cd11633d26823340611,-6.3999896,-1.5648279,-7.231484,-2.035156,-1.3681091,1.6839169,0.83393675,-0.0239003,-0.20679116,3.0578868,-2.5865858,-3.9753826,-1.2985504,0.23660058,1.7649662,1.9105967,4.6856766,1.2126045,-0.7730606,3.5198202,-3.3306859,-6.070764,3.5734935,4.869833,1.427409,-0.893653,-6.2731733,-0.056261577,-3.0886173,-2.0438886,1.8451269,-0.82658195,3.3368413,-0.7635672,-1.2309126,0.52864885,-0.3626031,-5.1297774,0.6342551,-1.3024088,3.4796417,-5.1109557,-4.6350293,-0.92601013,0.1469362,-0.18981461,0.7876178,-0.6192844,-0.8702356,-2.471685,2.132031,0.54104275,-1.7911903,0.6952467,1.9470006,-0.11412148,3.6377127,0.07403805,-0.44442394,-1.5158191,0.2946486,1.395063,-1.3164608,-0.17644614
CommonVoice-ES,02d80e5c92d5ca3d963cf230d05ac42221c25b7d1bbeb1c798ef685696c316a717c64df1ba62209894b9da8230748062bf551d437cca70953802b35c785f8bd6,-7.4563956,1.8179331,7.643298,-0.8147082,3.4979289,-2.8767774,-1.3429598,-3.9771345,-0.82302684,-1.856816,0.31049654,1.0787765,-1.5786972,-0.881763,0.37311518,1.0173035,0.90016234,1.3786924,0.73705333,-0.5134943,1.7562138,-3.6191618,1.8767349,0.47458038,3.9099946,-1.1256478,-1.1267322,0.8505143,-0.7461471,-4.974005,-0.24331972,0.97754127,2.3741202,-0.43543983,2.8039181,0.51056004,-2.8273368,3.7655134,-0.18953626,0.27767938,0.59579605,-0.38346598,0.93206924,0.7772346,0.44969162,-0.55181855,-0.395821,-3.0515516,-0.11031737,-2.7003908,-2.612149,-0.54400694,-0.18342835,-0.41364112,-0.3261238,-1.5431118,0.29832986,1.4017911,-1.5232364,-1.4861633,0.6361173,2.033922,0.5621147,3.3799663
CommonVoice-ES,02dfccbcb9b239f3bca941a276b2cdebbc17e7d2df5ca239b237a4d70772b84f912b1f7f289e9063d249b7a4cf78027fa2e50a2868d024fc6e346d9bce67640f,-8.772856,-1.5571572,2.1856627,-0.55032593,-3.7064335,1.7308224,0.7867928,-0.8220215,2.8743503,2.7651057,0.021269023,0.87939495,2.6921332,4.880446,1.3562902,-3.164025,-1.6826776,-0.627781,0.38086462,-0.15416947,-2.9911485,5.922004,-0.8248157,-0.70204943,-1.0951984,-1.662411,0.16542085,0.87566966,-1.162018,3.488832,2.9390862,-2.3236048,-4.374636,0.74575764,-1.5278076,3.9447153,0.03446299,0.12037902,0.46848887,-0.92949665,-2.3876648,-2.412989,-1.2781165,1.5727725,-1.8564069,0.55782336,1.3184005,1.6542226,1.3303562,1.8179916,-0.19476968,1.543173,2.1071856,0.30967593,4.0469093,3.0632708,-3.1980147,-3.153793,-0.6919929,-0.78466475,-0.1625637,0.3619678,-0.5633728,-3.1749353
CommonVoice-ES,02e56a821ec75a47d577a2b110e4325e5e17e5bb70a2eb31b3129ff3e8f4445107b83d5703855e4b3af5ac53de8ec2f840c56b0db5f07895436e3f6ecc87df50,-8.774874,3.9791923,-4.200863,-1.0078465,2.3033638,4.4647794,-0.6810215,-1.5882214,-0.8562419,3.0005307,-7.4410534,-4.4089584,-3.2385309,0.18921292,-1.407724,-2.9947221,2.9664376,3.0649676,-2.1197143,-2.776452,-2.528418,1.0527425,-2.7702787,0.11616343,-0.48440224,2.384833,4.6085424,1.0138521,5.7650814,1.1140231,1.2992325,-2.6652548,1.639878,0.11572037,1.6957067,-2.4302235,0.3022738,-1.7273196,0.15514976,1.4002134,0.35218343,-1.3641163,-1.6788802,1.9016393,2.4441376,-3.327476,0.48014745,-0.7562084,-1.3299627,-1.66446,-4.6698704,0.10682227,1.8845711,2.4387937,-0.7936873,0.6298902,0.49516487,0.4224743,-0.30660737,1.2042487,0.4564921,1.9190152,3.1978712,0.8346767
CommonVoice-ES,02ed9f3bc66390c820c60994ef71e3ed6fd03d4334ff3946d397a99f7539c22ee5b9766bbb3eccb7698932d8b1686a2dbdb9a5833edbe74dcee59e1f24e1d297,-8.41106,-0.1185123,0.992019,-1.9038197,2.659809,1.1123486,-4.0632653,-0.1280758,-1.0764145,7.4346933,-0.81706476,0.6135355,-2.0767918,1.6507692,1.0260316,1.1275214,-1.0288831,0.3144027,-1.054446,-1.4873111,0.1851026,2.4930696,-2.0109568,-1.4191518,0.85601014,-4.830442,0.8698913,-2.0257308,1.1678576,0.463305,-2.9403248,-2.0721753,-3.8762107,0.4406206,2.8810606,-3.471852,2.2434387,2.0138,3.244114,0.12721919,1.7406503,1.4320872,-0.08983893,4.7856555,-2.478977,0.04412251,-1.8220197,-0.5857655,-0.3555631,-0.13067925,1.7636787,-0.6769521,4.465551,3.9157007,-3.002249,-1.2720734,-5.0251184,-2.5248513,0.088406876,-2.5433762,-1.9520117,-3.7732296,-2.2987201,-1.7665639
CommonVoice-ES,02ffd1b1141b205bd8011a46504f751d67923ed99ee672fe74f12e742468d1c81255085e9bde8bcdd75ff903a5e21403bbc1759fd8f9e54158517458382c9a38,-10.33045,-1.0228292,7.4375987,1.5739776,-1.1684716,0.3725628,0.028126653,-5.5546207,-3.3825557,-2.1004243,2.854703,1.43833,-4.476234,-1.8718064,-0.76999503,0.2140285,-2.017678,-1.6497327,-1.2421212,5.642294,2.0877857,1.5265696,0.67031705,-0.24028896,0.4735178,-1.8330487,2.5707562,4.9347076,1.4008559,0.821534,0.09810371,-3.4571357,-0.8228192,-1.2296377,-2.09218,-1.8130926,-1.5485655,-2.5985382,4.140718,-1.0725697,4.1475153,-1.5167199,3.382695,3.3388178,1.5187777,0.7878666,0.74008965,3.0790875,1.4630432,-0.7859845,2.3849444,-0.8767423,1.5122151,-0.5564292,-1.1158518,-2.2308261,1.3899093,-0.48697352,-0.80622524,-1.7680165,-0.27646568,-1.9219326,-0.054212663,-0.29913837
CommonVoice-ES,0305bd092be68866cd7e56e8ef2aae0df795db469197da377f29f0c881e96460972f20478cf1e7469ec43044433aff31798160b6570e8ee497547135ecdfa6a6,-8.161861,-2.6293468,3.629083,3.235619,1.1023102,-5.153937,0.84856564,-1.4286164,-2.131117,1.4676149,0.8633781,2.0438309,0.90303856,2.9481516,-2.5399907,2.9594135,-3.1147993,0.5809745,1.5150234,-0.29641032,0.30808264,-1.3533967,-0.8784266,-0.88269264,-0.29440904,0.19453236,0.97676855,-1.8492128,1.3955415,-0.98782074,1.2718391,2.3332918,3.4936888,-1.2431281,-0.6967969,2.2543561,2.106602,-1.6896504,-2.0337794,-5.3813725,1.1090983,-1.2093806,1.0039645,-1.6009132,-1.8872505,-0.5943901,-0.41512957,1.0363634,0.57996285,0.5813885,-0.3303648,-1.2057979,1.1589996,-2.4429672,0.35210744,-1.0278221,2.8506353,2.4225893,-1.6384374,-3.4906874,1.2424452,-0.013041718,1.8792411,-0.6032856
CommonVoice-ES,0306009ecad304713cf4b964fcde419f0b6f24e3ee7bb782a35c2cffee4e2cb729d1779422477d92d9fb19ab866ef29cfd9b1154ca1b11f2957f1791af475e9c,-10.292711,-0.80329525,8.352406,5.7401543,-0.38861653,2.6430237,-0.67903084,-1.4534236,1.2397918,1.4180892,0.26705778,-0.72584724,1.9285411,-0.47306004,-3.388265,-0.5975697,-1.3459022,5.699974,-0.44500753,1.349089,-1.9471502,0.109726,-0.86382395,0.9440595,-2.6525288,-2.328186,3.0269415,-0.4591368,6.587916,1.5488387,-3.5653126,-0.7157721,-0.17898673,-0.6465499,2.4413543,0.14250451,-0.50855774,-2.4693153,4.291026,-0.22150137,-0.24469896,3.1584625,-6.331315,-3.8133154,-0.71310616,-2.9336243,1.1864959,-0.22268356,0.22647296,3.106067,1.4279025,4.4239707,0.75007653,2.3378012,0.8329254,-2.5149941,-2.5063794,-0.55723304,-1.4903588,3.4868996,2.7601135,3.2028832,0.78025067,-0.12530601
CommonVoice-ES,030d8f7ba448aef11832baa7c4a953a5404f29156440627c72bf641c4d98e566ed2bdcc4f51642040f7390d3e7a3be492247cf143dc5991defef2341a7e64866,-9.058703,-1.2112021,3.0903392,-0.8767424,-1.7137098,3.6331065,-2.408945,-2.0857778,4.014765,0.65219444,2.8659039,1.2425864,2.8534837,6.2091203,1.6054043,-3.8340025,-1.1323224,1.3549882,1.6786084,-2.648219,-4.6199527,1.9639398,2.1203082,-0.9106205,0.26188657,-0.94145656,-1.7748474,-0.44396096,1.6207596,1.7567642,2.6989326,1.7268409,-3.5389261,3.3121758,-3.368681,1.3940878,1.4117259,-1.1277398,3.1924002,2.1997488,0.7470757,-1.8312792,1.0082992,0.5790992,-1.1503749,-5.7832446,1.6449435,-1.3026861,-2.0110507,0.75728434,0.60511607,1.3710238,3.9120889,-1.7513589,-2.426444,-0.5280478,-1.3481728,-3.180439,1.4627109,-1.9771665,1.3481388,-0.45775294,-2.6879435,-1.3800716
CommonVoice-ES,031199dea745d4b6873eef6882147d64a71885fd05a4f65d03dd48b50402360e88958e80bcfa5f47e933861ff0ecdc422d54ae101fc21ef4ea11482957ba1bcd,-6.121338,3.915946,-3.1572962,-0.6382117,-0.3305061,-0.17789797,3.386763,-1.1962392,-3.4486291,-0.32094842,-0.8303028,-2.7648644,2.9490895,1.5475178,-2.3630326,1.2173206,-3.1404154,-0.8666686,2.7142458,-0.12026906,1.4599926,0.8319629,-4.366966,-2.1053514,-3.9335036,0.6667884,0.43049845,-0.8154089,0.82519484,-2.4342022,-1.1797444,1.1907053,-0.97459656,0.12551722,1.9429325,-0.4460814,1.3604732,-0.87882656,1.2481993,2.0315602,1.0741307,0.7085811,1.1855539,0.91006756,0.23069067,-0.7678823,-2.5292687,-0.47098312,0.4493032,1.1364837,-0.16509004,0.66843516,-0.62995243,0.014530555,-0.41758135,-1.0692221,-0.9703688,1.1641469,0.152856,-0.975247,-0.78242993,0.5536291,-1.0901,0.24865946
CommonVoice-ES,0313ab91e6577206837fa6ee206299e4f3e2f93d1231762d86c7f88a6a6716dbd8dd3e5ede43dde385baa9e0c68aedfbaf8e01d046bec488df8811d5eccf41ce,-10.310699,1.6965276,7.661338,0.06679339,-0.52974886,-0.6896899,-1.9336894,-4.8501844,1.6089292,-1.0843749,-0.21858619,-4.0006037,-0.24268977,-2.907177,-1.5501888,1.5284868,-0.35002652,5.9554424,0.012738653,3.7952328,-1.4168053,-0.6088759,3.6191173,1.6656165,1.5441664,-1.651891,4.2018948,2.6878676,-1.8786643,-0.6232491,2.2052724,1.2277312,-0.2113328,-0.4323971,-0.6171667,0.9526125,1.4057329,-1.0235583,1.3807379,-1.0445362,-0.7959178,-0.6198258,0.44828153,0.08989624,1.7142375,2.2228198,-0.9656957,0.7286116,-0.8007806,-0.20916751,1.4508833,2.2749531,2.2181017,0.03920358,0.67772394,-4.175479,0.31196672,-0.044559546,2.5761588,-0.64598197,1.7963655,0.8439618,0.8185388,-2.8666356
CommonVoice-ES,0317094968ac576447f4372fc2b097b56277e0786e32de307120896b2d46f8a82772e40d67a56aa89faaf73f740502331a81b3a4581e8a8267a5159a2d682415,-6.1792216,-4.015531,4.6326895,-4.572392,-0.39672568,-2.5731938,-0.28698385,-0.2049887,1.203608,-6.3268857,0.5074767,-0.3846954,1.5896536,2.3070123,-7.2668056,-0.7062672,2.240656,-2.1845038,2.4799101,-2.772134,0.2897949,-0.50806236,-0.10063775,-1.4281182,-2.9928195,-2.0778377,-1.855445,3.4113424,-1.1903802,1.5976117,0.4650832,-1.1574781,-1.2133318,2.5734236,0.39599764,2.2806864,-1.6039398,1.2866333,3.075838,2.910613,-1.4658049,-0.6226335,2.91811,1.1223207,2.2435844,-0.21430498,-2.3949356,-0.31541395,-2.718809,-1.0539048,-0.8627611,-1.3291297,1.6725947,1.04672,-1.8907524,1.8419988,0.34288096,3.0316572,0.92384285,-1.0912619,-2.0687435,-1.6499797,-1.6028732,1.3928012
